 13b | 08/06/2026 | 21:37:08 | System ACPI Power State #0x5c | S0/G0: working | Asserted
 13c | 08/06/2026 | 21:37:09 | Add-in Card #0x6d | Device Present | Asserted
 13d | 08/06/2026 | 21:37:09 | Processor #0x37 | Presence detected | Asserted
 13e | 08/06/2026 | 21:37:09 | Processor #0x38 | Presence detected | Asserted
 13f | 08/06/2026 | 21:37:10 | Microcontroller #0x71 | Device Enabled | Asserted
 140 | 08/06/2026 | 21:37:10 | Power Supply #0x7c | Presence detected | Asserted
 141 | 08/06/2026 | 21:37:10 | Cooling Device #0x84 | Device Absent | Asserted
 142 | 08/06/2026 | 21:37:10 | Cooling Device #0x85 | Device Absent | Asserted
 143 | 08/06/2026 | 21:37:10 | Cooling Device #0x86 | Device Absent | Asserted
 144 | 08/06/2026 | 21:37:10 | Cooling Device #0x87 | Device Absent | Asserted
 145 | 08/06/2026 | 21:37:26 | Cable / Interconnect #0x67 | Config Error | Asserted
 146 | 08/06/2026 | 21:37:42 | Memory #0x3b | Presence Detected | Asserted
 147 | 08/06/2026 | 21:39:21 | Management Subsys Health #0x62 | Sensor access degraded or unavailable | Asserted
 148 | 08/06/2026 | 21:39:46 | Power Supply #0x7c | Power Supply AC lost | Asserted
 149 | 08/06/2026 | 21:43:54 | System Boot Initiated #0x60 | System Restart | Asserted
 14a | 08/06/2026 | 21:43:55 | System ACPI Power State #0x5c | S0/G0: working | Asserted
 14b | 08/06/2026 | 21:43:57 | Add-in Card #0x6d | Device Present | Asserted
 14c | 08/06/2026 | 21:43:57 | Processor #0x37 | Presence detected | Asserted
 14d | 08/06/2026 | 21:43:57 | Processor #0x38 | Presence detected | Asserted
 14e | 08/06/2026 | 21:43:57 | Microcontroller #0x71 | Device Enabled | Asserted
 14f | 08/06/2026 | 21:43:57 | Power Supply #0x8c | Presence detected | Asserted
 150 | 08/06/2026 | 21:43:57 | Cooling Device #0x94 | Device Absent | Asserted
 151 | 08/06/2026 | 21:43:57 | Cooling Device #0x95 | Device Absent | Asserted
 152 | 08/06/2026 | 21:43:57 | Cooling Device #0x96 | Device Absent | Asserted
 153 | 08/06/2026 | 21:43:57 | Cooling Device #0x97 | Device Absent | Asserted
 154 | 08/06/2026 | 21:44:33 | Memory #0x3b | Presence Detected | Asserted
 155 | 08/06/2026 | 21:46:14 | Drive Slot / Bay #0x87 | Drive Present | Asserted
 156 | 08/06/2026 | 21:46:15 | Management Subsys Health #0x62 | Sensor access degraded or unavailable | Asserted
 157 | 08/06/2026 | 21:46:41 | Drive Slot / Bay #0x87 | Drive Fault | Asserted
 158 | 08/06/2026 | 21:50:46 | System Boot Initiated #0x60 | System Restart | Asserted
 159 | 08/06/2026 | 21:50:50 | Drive Slot / Bay #0x87 | Drive Fault | Deasserted
 15a | 08/06/2026 | 21:52:16 | Drive Slot / Bay #0x87 | Drive Fault | Asserted
 15b | 08/06/2026 | 22:10:53 | System Boot Initiated #0x60 | System Restart | Asserted
 15c | 08/06/2026 | 22:10:59 | Drive Slot / Bay #0x87 | Drive Fault | Deasserted
 15d | 08/06/2026 | 22:12:24 | Drive Slot / Bay #0x87 | Drive Fault | Asserted
 15e | 08/07/2026 | 09:19:36 | System Boot Initiated #0x60 | System Restart | Asserted
 15f | 08/07/2026 | 09:19:37 | System ACPI Power State #0x5c | S0/G0: working | Asserted
 160 | 08/07/2026 | 09:19:38 | Add-in Card #0x6d | Device Present | Asserted
 161 | 08/07/2026 | 09:19:38 | Processor #0x37 | Presence detected | Asserted
 162 | 08/07/2026 | 09:19:38 | Processor #0x38 | Presence detected | Asserted
 163 | 08/07/2026 | 09:19:38 | Microcontroller #0x71 | Device Enabled | Asserted
 164 | 08/07/2026 | 09:19:38 | Drive Slot / Bay #0x87 | Drive Present | Asserted
 165 | 08/07/2026 | 09:19:38 | Power Supply #0x8c | Presence detected | Asserted
 166 | 08/07/2026 | 09:19:38 | Cooling Device #0x94 | Device Absent | Asserted
 167 | 08/07/2026 | 09:19:39 | Cooling Device #0x95 | Device Absent | Asserted
 168 | 08/07/2026 | 09:19:39 | Cooling Device #0x96 | Device Absent | Asserted
 169 | 08/07/2026 | 09:19:39 | Cooling Device #0x97 | Device Absent | Asserted
 16a | 08/07/2026 | 09:20:10 | Memory #0x3b | Presence Detected | Asserted
 16b | 08/07/2026 | 09:21:53 | Management Subsys Health #0x62 | Sensor access degraded or unavailable | Asserted
 16c | 08/07/2026 | 09:22:30 | Drive Slot / Bay #0x87 | Drive Fault | Asserted
 16d | 08/07/2026 | 09:24:51 | System Boot Initiated #0x60 | System Restart | Asserted
 16e | 08/07/2026 | 09:25:11 | Drive Slot / Bay #0x87 | Drive Fault | Deasserted
 16f | 08/07/2026 | 09:31:37 | System Boot Initiated #0x60 | System Restart | Asserted
 170 | 08/07/2026 | 09:34:32 | System Boot Initiated #0x60 | System Restart | Asserted
 171 | 08/07/2026 | 09:40:08 | System Boot Initiated #0x60 | System Restart | Asserted
 172 | 08/07/2026 | 09:47:21 | Memory #0x3b | Presence Detected | Deasserted
 173 | 08/07/2026 | 09:47:21 | System ACPI Power State #0x5c | S4/S5: soft-off | Asserted
 174 | 08/07/2026 | 09:49:44 | System Boot Initiated #0x60 | System Restart | Asserted
 175 | 08/07/2026 | 09:49:44 | System ACPI Power State #0x5c | S0/G0: working | Asserted
 176 | 08/07/2026 | 09:49:47 | Add-in Card #0x6d | Device Present | Asserted
 177 | 08/07/2026 | 09:49:47 | Processor #0x37 | Presence detected | Asserted
 178 | 08/07/2026 | 09:49:48 | Processor #0x38 | Presence detected | Asserted
 179 | 08/07/2026 | 09:49:48 | Microcontroller #0x71 | Device Enabled | Asserted
 17a | 08/07/2026 | 09:49:48 | Drive Slot / Bay #0x87 | Drive Present | Asserted
 17b | 08/07/2026 | 09:49:48 | Power Supply #0x8c | Presence detected | Asserted
 17c | 08/07/2026 | 09:49:48 | Cooling Device #0x94 | Device Absent | Asserted
 17d | 08/07/2026 | 09:49:48 | Cooling Device #0x95 | Device Absent | Asserted
 17e | 08/07/2026 | 09:49:48 | Cooling Device #0x96 | Device Absent | Asserted
 17f | 08/07/2026 | 09:49:48 | Cooling Device #0x97 | Device Absent | Asserted
 180 | 08/07/2026 | 09:50:22 | Memory #0x3b | Presence Detected | Asserted
 181 | 08/07/2026 | 09:52:04 | Management Subsys Health #0x62 | Sensor access degraded or unavailable | Asserted
 182 | 08/07/2026 | 11:46:16 | System Boot Initiated #0x60 | System Restart | Asserted
 183 | 08/07/2026 | 11:46:16 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 184 | 08/07/2026 | 11:46:18 | Add-in Card #0x6e | Device Present | Asserted
 185 | 08/07/2026 | 11:46:18 | Processor #0x38 | Presence detected | Asserted
 186 | 08/07/2026 | 11:46:18 | Processor #0x39 | Presence detected | Asserted
 187 | 08/07/2026 | 11:46:18 | Microcontroller #0x72 | Device Enabled | Asserted
 188 | 08/07/2026 | 11:46:18 | Drive Slot / Bay #0x88 | Drive Present | Asserted
 189 | 08/07/2026 | 11:46:18 | Power Supply #0x91 | Presence detected | Asserted
 18a | 08/07/2026 | 11:46:19 | Cooling Device #0x99 | Device Absent | Asserted
 18b | 08/07/2026 | 11:46:19 | Cooling Device #0x9a | Device Absent | Asserted
 18c | 08/07/2026 | 11:46:19 | Cooling Device #0x9b | Device Absent | Asserted
 18d | 08/07/2026 | 11:46:19 | Cooling Device #0x9c | Device Absent | Asserted
 18e | 08/07/2026 | 11:46:33 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 18f | 08/07/2026 | 11:46:33 | Slot / Connector #0x8e | Slot is Disabled | Asserted
 190 | 08/07/2026 | 11:46:33 | Slot / Connector #0x8f | Slot is Disabled | Asserted
 191 | 08/07/2026 | 11:46:33 | Slot / Connector #0x90 | Slot is Disabled | Asserted
 192 | 08/07/2026 | 11:46:58 | Memory #0x3c | Presence Detected | Asserted
 193 | 08/07/2026 | 11:47:07 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 194 | 08/07/2026 | 11:48:35 | Management Subsys Health #0x63 | Sensor access degraded or unavailable | Asserted
 195 | 08/14/2026 | 10:55:53 | Memory #0x3c | Presence Detected | Deasserted
 196 | 08/14/2026 | 10:58:11 | System Boot Initiated #0x60 | System Restart | Asserted
 197 | 08/14/2026 | 10:58:12 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 198 | 08/14/2026 | 10:58:14 | Add-in Card #0x6e | Device Present | Asserted
 199 | 08/14/2026 | 10:58:14 | Processor #0x38 | Presence detected | Asserted
 19a | 08/14/2026 | 10:58:14 | Processor #0x39 | Presence detected | Asserted
 19b | 08/14/2026 | 10:58:14 | Microcontroller #0x72 | Device Enabled | Asserted
 19c | 08/14/2026 | 10:58:14 | Drive Slot / Bay #0x88 | Drive Present | Asserted
 19d | 08/14/2026 | 10:58:14 | Power Supply #0x91 | Presence detected | Asserted
 19e | 08/14/2026 | 10:58:14 | Cooling Device #0x99 | Device Absent | Asserted
 19f | 08/14/2026 | 10:58:14 | Cooling Device #0x9a | Device Absent | Asserted
 1a0 | 08/14/2026 | 10:58:14 | Cooling Device #0x9b | Device Absent | Asserted
 1a1 | 08/14/2026 | 10:58:14 | Cooling Device #0x9c | Device Absent | Asserted
 1a2 | 08/14/2026 | 10:58:29 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1a3 | 08/14/2026 | 10:58:29 | Slot / Connector #0x8e | Slot is Disabled | Asserted
 1a4 | 08/14/2026 | 10:58:29 | Slot / Connector #0x8f | Slot is Disabled | Asserted
 1a5 | 08/14/2026 | 10:58:29 | Slot / Connector #0x90 | Slot is Disabled | Asserted
 1a6 | 08/14/2026 | 10:58:52 | Memory #0x3c | Presence Detected | Asserted
 1a7 | 08/14/2026 | 10:59:04 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1a8 | 08/14/2026 | 11:00:32 | Management Subsys Health #0x63 | Sensor access degraded or unavailable | Asserted
 1a9 | 08/19/2026 | 15:40:00 | System Boot Initiated #0x60 | System Restart | Asserted
 1aa | 08/19/2026 | 15:40:00 | System ACPI Power State #0x5c | S0/G0: working | Asserted
 1ab | 08/19/2026 | 15:40:02 | Processor #0x37 | Presence detected | Asserted
 1ac | 08/19/2026 | 15:40:02 | Processor #0x38 | Presence detected | Asserted
 1ad | 08/19/2026 | 15:40:02 | Microcontroller #0x71 | Device Enabled | Asserted
 1ae | 08/19/2026 | 15:40:02 | Drive Slot / Bay #0x83 | Drive Present | Asserted
 1af | 08/19/2026 | 15:40:02 | Power Supply #0x8e | Presence detected | Asserted
 1b0 | 08/19/2026 | 15:40:02 | Cooling Device #0x96 | Device Absent | Asserted
 1b1 | 08/19/2026 | 15:40:02 | Cooling Device #0x99 | Device Absent | Asserted
 1b2 | 08/19/2026 | 15:40:17 | Slot / Connector #0x8a | Slot is Disabled | Asserted
 1b3 | 08/19/2026 | 15:40:17 | Slot / Connector #0x8b | Slot is Disabled | Asserted
 1b4 | 08/19/2026 | 15:40:18 | Slot / Connector #0x8c | Slot is Disabled | Asserted
 1b5 | 08/19/2026 | 15:40:18 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1b6 | 08/19/2026 | 15:41:01 | Memory #0x3b | Presence Detected | Asserted
 1b7 | 08/19/2026 | 15:41:04 | Memory #0x4b | Presence Detected | Asserted
 1b8 | 08/19/2026 | 15:41:11 | Slot / Connector #0x8a | Slot is Disabled | Deasserted
 1b9 | 08/19/2026 | 15:41:15 | Cable / Interconnect #0x6c | Config Error | Asserted
 1ba | 08/19/2026 | 15:42:21 | Management Subsys Health #0x62 | Sensor access degraded or unavailable | Asserted
 1bb | 08/19/2026 | 16:16:52 | System Boot Initiated #0x60 | System Restart | Asserted
 1bc | 08/19/2026 | 16:17:07 | Slot / Connector #0x8a | Slot is Disabled | Asserted
 1bd | 08/19/2026 | 16:17:46 | Slot / Connector #0x8a | Slot is Disabled | Deasserted
 1be | 08/19/2026 | 16:42:55 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 1bf | 08/19/2026 | 16:42:55 | System Boot Initiated #0x60 | System Restart | Asserted
 1c0 | 08/19/2026 | 16:42:57 | Add-in Card #0x6a | Device Present | Asserted
 1c1 | 08/19/2026 | 16:42:57 | Add-in Card #0x6e | Device Present | Asserted
 1c2 | 08/19/2026 | 16:42:57 | Processor #0x38 | Presence detected | Asserted
 1c3 | 08/19/2026 | 16:42:57 | Processor #0x39 | Presence detected | Asserted
 1c4 | 08/19/2026 | 16:42:57 | Microcontroller #0x72 | Device Enabled | Asserted
 1c5 | 08/19/2026 | 16:42:57 | Drive Slot / Bay #0x86 | Drive Present | Asserted
 1c6 | 08/19/2026 | 16:42:57 | Power Supply #0x91 | Presence detected | Asserted
 1c7 | 08/19/2026 | 16:42:57 | Cooling Device #0x99 | Device Absent | Asserted
 1c8 | 08/19/2026 | 16:42:57 | Cooling Device #0x9c | Device Absent | Asserted
 1c9 | 08/19/2026 | 16:43:12 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1ca | 08/19/2026 | 16:43:12 | Slot / Connector #0x8e | Slot is Disabled | Asserted
 1cb | 08/19/2026 | 16:43:12 | Slot / Connector #0x8f | Slot is Disabled | Asserted
 1cc | 08/19/2026 | 16:43:12 | Slot / Connector #0x90 | Slot is Disabled | Asserted
 1cd | 08/19/2026 | 16:43:39 | Memory #0x3c | Presence Detected | Asserted
 1ce | 08/19/2026 | 16:43:40 | Memory #0x4c | Presence Detected | Asserted
 1cf | 08/19/2026 | 16:43:54 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1d0 | 08/19/2026 | 16:44:21 | System Boot Initiated #0x60 | System Restart | Asserted
 1d1 | 08/19/2026 | 16:44:33 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1d2 | 08/19/2026 | 16:45:16 | Management Subsys Health #0x63 | Sensor access degraded or unavailable | Asserted
 1d3 | 08/19/2026 | 16:45:22 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1d4 | 08/19/2026 | 16:45:49 | System Boot Initiated #0x60 | System Restart | Asserted
 1d5 | 08/19/2026 | 16:45:59 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1d6 | 08/19/2026 | 16:46:49 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1d7 | 08/19/2026 | 16:47:14 | System Boot Initiated #0x60 | System Restart | Asserted
 1d8 | 08/19/2026 | 16:47:23 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1d9 | 08/19/2026 | 16:48:13 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1da | 08/19/2026 | 16:48:47 | System Boot Initiated #0x60 | System Restart | Asserted
 1db | 08/19/2026 | 16:49:01 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1dc | 08/19/2026 | 16:49:46 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1dd | 08/19/2026 | 17:30:33 | Memory #0x3c | Presence Detected | Deasserted
 1de | 08/19/2026 | 17:30:33 | System ACPI Power State #0x5d | S4/S5: soft-off | Asserted
 1df | 08/19/2026 | 17:30:33 | Memory #0x4c | Presence Detected | Deasserted
 1e0 | 08/19/2026 | 17:30:45 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1e1 | 08/19/2026 | 17:30:46 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 1e2 | 08/19/2026 | 17:30:47 | System Boot Initiated #0x60 | System Restart | Asserted
 1e3 | 08/19/2026 | 17:30:49 | Memory #0x3c | Presence Detected | Asserted
 1e4 | 08/19/2026 | 17:30:49 | Memory #0x4c | Presence Detected | Asserted
 1e5 | 08/19/2026 | 17:31:54 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1e6 | 08/19/2026 | 17:34:17 | System ACPI Power State #0x5d | S4/S5: soft-off | Asserted
 1e7 | 08/19/2026 | 17:34:18 | Memory #0x3c | Presence Detected | Deasserted
 1e8 | 08/19/2026 | 17:34:19 | Memory #0x4c | Presence Detected | Deasserted
 1e9 | 08/19/2026 | 17:34:27 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1ea | 08/19/2026 | 17:34:33 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 1eb | 08/19/2026 | 17:34:33 | System Boot Initiated #0x60 | System Restart | Asserted
 1ec | 08/19/2026 | 17:34:34 | Memory #0x3c | Presence Detected | Asserted
 1ed | 08/19/2026 | 17:34:35 | Memory #0x4c | Presence Detected | Asserted
 1ee | 08/19/2026 | 17:35:36 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1ef | 08/19/2026 | 17:46:48 | System ACPI Power State #0x5d | S4/S5: soft-off | Asserted
 1f0 | 08/19/2026 | 17:46:48 | Memory #0x3c | Presence Detected | Deasserted
 1f1 | 08/19/2026 | 17:46:48 | Memory #0x4c | Presence Detected | Deasserted
 1f2 | 08/19/2026 | 17:47:00 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1f3 | 08/19/2026 | 17:47:02 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 1f4 | 08/19/2026 | 17:47:02 | System Boot Initiated #0x60 | System Restart | Asserted
 1f5 | 08/19/2026 | 17:47:04 | Memory #0x3c | Presence Detected | Asserted
 1f6 | 08/19/2026 | 17:47:04 | Memory #0x4c | Presence Detected | Asserted
 1f7 | 08/19/2026 | 17:48:08 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1f8 | 08/20/2026 | 09:47:11 | System Boot Initiated #0x60 | System Restart | Asserted
 1f9 | 08/20/2026 | 09:47:23 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1fa | 08/20/2026 | 09:48:13 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 1fb | 08/20/2026 | 09:57:15 | System ACPI Power State #0x5d | S4/S5: soft-off | Asserted
 1fc | 08/20/2026 | 09:57:16 | Memory #0x3c | Presence Detected | Deasserted
 1fd | 08/20/2026 | 09:57:16 | Memory #0x4c | Presence Detected | Deasserted
 1fe | 08/20/2026 | 09:57:24 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 1ff | 08/20/2026 | 09:57:27 | System ACPI Power State #0x5d | S0/G0: working | Asserted
 200 | 08/20/2026 | 09:57:28 | System Boot Initiated #0x60 | System Restart | Asserted
 201 | 08/20/2026 | 09:57:29 | Memory #0x3c | Presence Detected | Asserted
 202 | 08/20/2026 | 09:57:29 | Memory #0x4c | Presence Detected | Asserted
 203 | 08/20/2026 | 09:58:35 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 204 | 08/20/2026 | 15:28:54 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 205 | 08/20/2026 | 15:29:19 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 206 | 08/20/2026 | 18:56:00 | Processor #0x34 | State Asserted | Asserted
 207 | 08/20/2026 | 18:56:01 | Temperature #0x04 | Upper Non-critical going high | Asserted
 208 | 08/20/2026 | 18:56:05 | Processor #0x34 | State Asserted | Deasserted
 209 | 08/20/2026 | 18:56:11 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 20a | 08/20/2026 | 18:56:17 | Temperature #0x04 | Upper Non-critical going high | Asserted
 20b | 08/20/2026 | 18:56:28 | Processor #0x34 | State Asserted | Asserted
 20c | 08/20/2026 | 18:56:29 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 20d | 08/20/2026 | 18:56:33 | Processor #0x34 | State Asserted | Deasserted
 20e | 08/20/2026 | 18:56:37 | Processor #0x34 | State Asserted | Asserted
 20f | 08/20/2026 | 18:56:38 | Temperature #0x04 | Upper Non-critical going high | Asserted
 210 | 08/20/2026 | 18:56:40 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 211 | 08/20/2026 | 18:56:43 | Temperature #0x04 | Upper Non-critical going high | Asserted
 212 | 08/20/2026 | 18:56:44 | Processor #0x34 | State Asserted | Deasserted
 213 | 08/20/2026 | 18:56:49 | Processor #0x34 | State Asserted | Asserted
 214 | 08/20/2026 | 18:56:52 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 215 | 08/20/2026 | 18:56:54 | Temperature #0x04 | Upper Non-critical going high | Asserted
 216 | 08/20/2026 | 18:56:56 | Processor #0x34 | State Asserted | Deasserted
 217 | 08/20/2026 | 18:56:58 | Processor #0x34 | State Asserted | Asserted
 218 | 08/20/2026 | 18:57:04 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 219 | 08/20/2026 | 18:57:06 | Temperature #0x04 | Upper Non-critical going high | Asserted
 21a | 08/20/2026 | 18:57:08 | Processor #0x34 | State Asserted | Deasserted
 21b | 08/20/2026 | 18:57:10 | Processor #0x34 | State Asserted | Asserted
 21c | 08/20/2026 | 18:57:16 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 21d | 08/20/2026 | 18:57:18 | Temperature #0x04 | Upper Non-critical going high | Asserted
 21e | 08/20/2026 | 18:57:19 | Processor #0x34 | State Asserted | Deasserted
 21f | 08/20/2026 | 18:57:22 | Processor #0x34 | State Asserted | Asserted
 220 | 08/20/2026 | 18:57:27 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 221 | 08/20/2026 | 18:57:30 | Temperature #0x04 | Upper Non-critical going high | Asserted
 222 | 08/20/2026 | 18:57:31 | Processor #0x34 | State Asserted | Deasserted
 223 | 08/20/2026 | 18:57:33 | Processor #0x34 | State Asserted | Asserted
 224 | 08/20/2026 | 18:57:48 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 225 | 08/20/2026 | 18:57:50 | Temperature #0x04 | Upper Non-critical going high | Asserted
 226 | 08/20/2026 | 18:57:52 | Processor #0x34 | State Asserted | Deasserted
 227 | 08/20/2026 | 18:57:54 | Processor #0x34 | State Asserted | Asserted
 228 | 08/20/2026 | 18:58:00 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 229 | 08/20/2026 | 18:58:02 | Temperature #0x04 | Upper Non-critical going high | Asserted
 22a | 08/20/2026 | 18:58:04 | Processor #0x34 | State Asserted | Deasserted
 22b | 08/20/2026 | 18:58:06 | Processor #0x34 | State Asserted | Asserted
 22c | 08/20/2026 | 18:58:13 | Processor #0x34 | State Asserted | Deasserted
 22d | 08/20/2026 | 18:58:15 | Processor #0x34 | State Asserted | Asserted
 22e | 08/20/2026 | 18:58:24 | Processor #0x34 | State Asserted | Deasserted
 22f | 08/20/2026 | 18:58:27 | Processor #0x34 | State Asserted | Asserted
 230 | 08/20/2026 | 18:58:36 | Processor #0x34 | State Asserted | Deasserted
 231 | 08/20/2026 | 18:58:38 | Processor #0x34 | State Asserted | Asserted
 232 | 08/20/2026 | 18:58:42 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 233 | 08/20/2026 | 18:58:44 | Temperature #0x04 | Upper Non-critical going high | Asserted
 234 | 08/20/2026 | 18:58:45 | Processor #0x34 | State Asserted | Deasserted
 235 | 08/20/2026 | 18:58:48 | Processor #0x34 | State Asserted | Asserted
 236 | 08/20/2026 | 18:58:52 | Processor #0x34 | State Asserted | Deasserted
 237 | 08/20/2026 | 18:58:55 | Processor #0x34 | State Asserted | Asserted
 238 | 08/20/2026 | 18:58:57 | Processor #0x34 | State Asserted | Deasserted
 239 | 08/20/2026 | 18:58:59 | Processor #0x34 | State Asserted | Asserted
 23a | 08/20/2026 | 18:59:09 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 23b | 08/20/2026 | 18:59:11 | Processor #0x34 | State Asserted | Deasserted
 23c | 08/20/2026 | 18:59:12 | Temperature #0x04 | Upper Non-critical going high | Asserted
 23d | 08/20/2026 | 18:59:16 | Processor #0x34 | State Asserted | Asserted
 23e | 08/20/2026 | 18:59:21 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 23f | 08/20/2026 | 18:59:23 | Processor #0x34 | State Asserted | Deasserted
 240 | 08/20/2026 | 18:59:24 | Temperature #0x04 | Upper Non-critical going high | Asserted
 241 | 08/20/2026 | 18:59:26 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 242 | 08/20/2026 | 18:59:30 | Processor #0x34 | State Asserted | Asserted
 243 | 08/20/2026 | 18:59:32 | Processor #0x34 | State Asserted | Deasserted
 244 | 08/20/2026 | 18:59:35 | Temperature #0x04 | Upper Non-critical going high | Asserted
 245 | 08/20/2026 | 18:59:39 | Processor #0x34 | State Asserted | Asserted
 246 | 08/20/2026 | 18:59:43 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 247 | 08/20/2026 | 18:59:45 | Temperature #0x04 | Upper Non-critical going high | Asserted
 248 | 08/20/2026 | 18:59:46 | Processor #0x34 | State Asserted | Deasserted
 249 | 08/20/2026 | 18:59:49 | Processor #0x34 | State Asserted | Asserted
 24a | 08/20/2026 | 18:59:51 | Processor #0x34 | State Asserted | Deasserted
 24b | 08/20/2026 | 18:59:56 | Processor #0x34 | State Asserted | Asserted
 24c | 08/20/2026 | 18:59:59 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 24d | 08/20/2026 | 19:00:02 | Temperature #0x04 | Upper Non-critical going high | Asserted
 24e | 08/20/2026 | 19:00:03 | Processor #0x34 | State Asserted | Deasserted
 24f | 08/20/2026 | 19:00:06 | Processor #0x34 | State Asserted | Asserted
 250 | 08/20/2026 | 19:00:11 | Processor #0x34 | State Asserted | Deasserted
 251 | 08/20/2026 | 19:00:14 | Processor #0x34 | State Asserted | Asserted
 252 | 08/20/2026 | 19:00:19 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 253 | 08/20/2026 | 19:00:22 | Temperature #0x04 | Upper Non-critical going high | Asserted
 254 | 08/20/2026 | 19:00:23 | Processor #0x34 | State Asserted | Deasserted
 255 | 08/20/2026 | 19:00:26 | Processor #0x34 | State Asserted | Asserted
 256 | 08/20/2026 | 19:00:35 | Processor #0x34 | State Asserted | Deasserted
 257 | 08/20/2026 | 19:00:37 | Processor #0x34 | State Asserted | Asserted
 258 | 08/20/2026 | 19:00:41 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 259 | 08/20/2026 | 19:00:43 | Temperature #0x04 | Upper Non-critical going high | Asserted
 25a | 08/20/2026 | 19:00:44 | Processor #0x34 | State Asserted | Deasserted
 25b | 08/20/2026 | 19:00:47 | Processor #0x34 | State Asserted | Asserted
 25c | 08/20/2026 | 19:00:48 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 25d | 08/20/2026 | 19:00:52 | Temperature #0x04 | Upper Non-critical going high | Asserted
 25e | 08/20/2026 | 19:00:58 | Processor #0x34 | State Asserted | Deasserted
 25f | 08/20/2026 | 19:01:01 | Processor #0x34 | State Asserted | Asserted
 260 | 08/20/2026 | 19:01:03 | Processor #0x34 | State Asserted | Deasserted
 261 | 08/20/2026 | 19:01:06 | Processor #0x34 | State Asserted | Asserted
 262 | 08/20/2026 | 19:01:08 | Processor #0x34 | State Asserted | Deasserted
 263 | 08/20/2026 | 19:01:10 | Processor #0x34 | State Asserted | Asserted
 264 | 08/20/2026 | 19:01:15 | Processor #0x34 | State Asserted | Deasserted
 265 | 08/20/2026 | 19:01:17 | Processor #0x34 | State Asserted | Asserted
 266 | 08/20/2026 | 19:01:23 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 267 | 08/20/2026 | 19:01:24 | Processor #0x34 | State Asserted | Deasserted
 268 | 08/20/2026 | 19:02:44 | Processor #0x34 | State Asserted | Asserted
 269 | 08/20/2026 | 19:02:48 | Processor #0x34 | State Asserted | Deasserted
 26a | 08/20/2026 | 19:04:14 | Processor #0x34 | State Asserted | Asserted
 26b | 08/20/2026 | 19:04:17 | Processor #0x34 | State Asserted | Deasserted
 26c | 08/20/2026 | 19:04:22 | Temperature #0x04 | Upper Non-critical going high | Asserted
 26d | 08/20/2026 | 19:04:24 | Processor #0x34 | State Asserted | Asserted
